,fdc_id,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel
829654,1406944,"Tyson Foods, Inc.",TYSON,,23700050403,"BONELESS, SKINLESS CHICKEN BREAST FILLETS, CONTAINING UP TO 32% OF A SOLUTION OF: ADOBO SAUCE [WATER, TOMATO PASTE, SPICES, WITH 2 PERCENT OR LESS OF THE FOLLOWING: CORN STARCH, DRIED ONION, DRIED RED BELL PEPPER, GARLIC, LIME JUICE CONCENTRATE, NATURAL FLAVORS, PAPRIKA, SALT, SODIUM BENZOATE (PRESERVATIVE), SORBIC ACID (PRESERVATIVE), SUGAR, XANTHAN GUM, YEAST EXTRACT], WATER, VINEGAR, SALT, GUM ARABIC, CHICKEN BROTH POWDER, YEAST EXTRACT, NATURAL FLAVORS (INCLUDING SMOKE FLAVOR), SUNFLOWER OIL, VEGETABLE STOCK (CARROT, ONION, CELERY), MALTODEXTRIN, VEGETABLE EXTRACT (MOLASSES).",,112.0,g,,"Poultry, Chicken & Turkey",LI,,2020-04-08,2021-02-26,United States,,,
829657,1406947,"Tyson Foods, Inc.",TYSON,,23700050946,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, AND SALT. RUBBED WITH: VINEGAR, SMOKED SUGAR (WATER, NATURAL HARDWOOD SMOKED SUGAR), SEASONING (SPICES, DRIED GARLIC, DRIED PARSLEY).",,112.0,g,,"Poultry, Chicken & Turkey",LI,,2019-09-28,2021-02-26,United States,,,
829886,1407176,"Tyson Foods, Inc.",TYSON,,23700046369,"BONELESS, SKINLESS CHICKEN BREAST CHUNKS WITH RIB MEAT, WATER, WHEAT FLOUR, AGED CAYENNE RED PEPPERS, VINEGAR, BLEACHED WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: BUTTER (CREAM, SALT), CHILI PEPPER, DEXTROSE, EXTRACTIVES OF ANNATTO, EXTRACTIVES OF PAPRIKA, EXTRACTIVES OF TURMERIC, GARLIC, GARLIC POWDER, GUAR GUM, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), MALTODEXTRIN, MODIFIED CORN STARCH, NATURAL FLAVOR, ONION POWDER, SALT, SODIUM PHOSPHATES, SPICE, SUGAR, WHEAT GLUTEN, XANTHAN GUM, YEAST, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-08-22,2021-02-26,United States,,,
829887,1407177,"Tyson Foods, Inc.",TYSON,,23700046376,"CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CORN STARCH, DEXTROSE, DRIED GARLIC, DRIED ONION, DRIED YEAST, NATURAL FLAVOR, PAPRIKA EXTRACT, SALT, SOYBEAN OIL, SPICE, SUGAR, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL",,76.0,g,,Frozen Patties and Burgers,LI,,2020-12-12,2021-02-26,United States,,,
830716,1408006,"Tyson Foods, Inc.",TYSON,,23700050588,"BONELESS, SKINLESS CHICKEN BREAST STRIPS WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CITRIC ACID, CORN STARCH, DRIED GARLIC, DRIED GREEN BELL PEPPERS, DRIED ONION, DRIED PARSLEY, MALTODEXTRIN, NATURAL FLAVORS, SALT, SPICES, VINEGAR SOLIDS, YEAST EXTRACT.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-09-23,2021-02-26,United States,,,
831031,1408321,"Tyson Foods, Inc.",TYSON,,23700050809,"BEEF, WATER, BLEACHED WHEAT FLOUR, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: DEXTROSE, DRIED YEAST, EXTRACTIVES OF PAPRIKA, ANNATTO AND TURMERIC, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), LEMON JUICE CONCENTRATE, MODIFIED FOOD STARCH, MODIFIED WHEAT STARCH, ONION POWDER, SALT, SODIUM PHOSPHATES, SPICES, SPICE EXTRACTIVES, SUGAR, WHEAT GLUTEN, YEAST, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,86.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-04-08,2021-02-26,United States,,,
832405,1409695,"Tyson Foods, Inc.",TYSON,,23700044990,"CHICKEN BREAST TENDERLOINS, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN BROTH, CORN STARCH, DEXTROSE, DRIED GARLIC, DRIED ONION, DRIED YEAST, FLAVORINGS, SALT, SOYBEAN OIL, SPICE SUGAR, WHEAT GLUTEN, YELLOW CORN FLOUR, PAPRIKA EXTRACT. BREADING SET IN VEGETABLE OIL.",,112.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2019-09-25,2021-02-26,United States,,,
835372,1412662,"Tyson Foods, Inc.",TYSON,,23700046864,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CARAMELIZED SUGAR, CORN STARCH, EXTRACTIVES OF PAPRIKA, FERMENTED RICE EXTRACT (RICE, SALT, RICE MALT), GARLIC POWDER, LEMON JUICE SOLIDS, MALTODEXTRIN, NATURAL FLAVORS, ONION POWDER, PALM OIL, SALT, SOYBEAN OIL, SPICE, SUGAR, TAPIOCA MALTODEXTRIN, WHEAT GLUTEN, YEAST, AND YEAST EXTRACT.",,113.0,g,,Frozen Dinners & Entrees,LI,,2020-04-08,2021-02-26,United States,,,
844660,1421950,"Tyson Foods, Inc.",TYSON,,23700050205,"CHICKEN: CHUNK WHITE CHICKEN, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN BROTH, FLAVORINGS, MODIFIED FOOD STARCH, SALT, SODIUM PHOSPHATES. WHEAT CRACKER: ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, VITAMIN B1 [THIAMIN MONONITRATE], VITAMIN B2 [RIBOFLAVIN], FOLIC ACID), WHOLE WHEAT FLOUR, CANOLA OIL WITH TBHQ FOR FRESHNESS, SUGAR, CONTAINS 2% OR LESS OF THE FOLLOWING: CARAMEL COLOR, CORN SYRUP, LEAVENING (BAKING SODA, SODIUM ACID PYROPHOSPHATE, MONOCALCIUM PHOSPHATE), MALT EXTRACT, ONION, SALT, SOY LECITHIN, WHEY. MAYONNAISE: SOYBEAN OIL, WATER, WHOLE EGG, EGG YOLKS, DISTILLED VINEGAR, CONTAINS LESS THAN 2% OF: SALT, SUGAR, LEMON JUICE CONCENTRATE, CALCIUM DISODIUM EDTA ADDED TO PROTECT FLAVOR, OLEORESIN PAPRIKA (COLOR), NATURAL FLAVOR (INCLUDES MUSTARD). RELISH: PICKLES (CUCUMBERS, SALT, CALCIUM CHLORIDE), WATER, DISTILLED WHITE VINEGAR, CABBAGE (CABBAGE, SALT), SALT, GUAR GUM, XANTHAN GUM, ALUM, POTASSIUM SORBATE (PRESERVATIVE), DEHYDRATED RED BELL PEPPERS, NATURAL FLAVORINGS, YELLOW 5, GARLIC EXTRACT.",,111.0,g,,Lunch Snacks & Combinations,LI,,2020-04-08,2021-02-26,United States,,,
846392,1423682,"Tyson Foods, Inc.",TYSON,,23700050960,"BONELESS, SKINLESS CHICKEN BREASTS WITH RIB MEAT, WATER, WHEAT FLOUR, CORN STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: CITRIC ACID, LEAVENING (CREAM OF TARTAR, BAKING SODA), MALTODEXTRIN, NATURAL FLAVORS, SALT, SAVORY FLAVOR (NATURAL FLAVOR, MALTODEXTRIN), SPICES (INCLUDING CELERY SEED), SPICES (INCLUDING DILL), SUGAR, VINEGAR POWDER (MALTODEXTRIN, VINEGAR), YEAST YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-04-08,2021-02-26,United States,,,
846924,1424214,"Tyson Foods, Inc.",TYSON,,23700051370,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CARAMELIZED SUGAR, CORN STARCH, EXTRACTIVES OF PAPRIKA, FERMENTED RICE EXTRACT (RICE, SALT, RICE MALT), GARLIC POWDER, LEMON JUICE SOLIDS, MALTODEXTRIN, NATURAL FLAVORS, ONION POWDER, PALM OIL, SALT, SOYBEAN OIL, SPICE, SUGAR, TAPIOCA MALTODEXTRIN, WHEAT GLUTEN, YEAST, AND YEAST EXTRACT.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-04-08,2021-02-26,United States,,,
847250,1424540,"Tyson Foods, Inc.",TYSON,,23700050090,"BONELESS, SKINLESS CHICKEN BREAST CHUNKS WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BLACK PEPPER, BUTTERMILK SOLIDS, CHEDDAR CHEESE (MILK, CHEESE CULTURE, SALT, ENZYMES), CULTURED BUTTERMILK POWDER, EXTRACTIVES OF PAPRIKA AND TURMERIC, LACTIC ACID, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), MALTODEXTRIN, MODIFIED FOOD STARCH, MODIFIED WHEAT STARCH, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, SALT, SODIUM PHOSPHATES, SPICES, SUGAR, WHEAT GLUTEN, WHEY, YEAST EXTRACT, YEAST, YELLOW CORN FLOUR, BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-04-08,2021-02-26,United States,,,
847657,1424947,"Tyson Foods, Inc.",TYSON,,23700051417,"CHICKEN WING SECTIONS, WATER, WHEAT FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: CHICKEN BROTH, FLAVORINGS, MODIFIED FOOD STARCH, SALT, SODIUM PHOSPHATES, SUGAR, WHITE PEPPER.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-04-08,2021-02-26,United States,,,
850007,1427297,"Tyson Foods, Inc.",TYSON,,23700050434,"BONELESS PORK CHOPS, WATER, AND SALT. RUBBED WITH: VINEGAR, SMOKED SUGAR (WATER, NATURAL HARDWOOD SMOKED SUGAR), SEASONING (SPICES, DRIED GARLIC, DRIED PARSLEY) AND SALT.",,112.0,g,,Other Meats,LI,,2020-04-08,2021-02-26,United States,,,
850012,1427302,"Tyson Foods, Inc.",TYSON,,23700050915,"BEEF SIRLOIN, WATER, AND SALT; RUBBED WITH: SMOKED SUGAR (WATER, NATURAL HARDWOOD SMOKED SUGAR), VINEGAR, SEASONING (SPICES, DRIED GARLIC, DRIED PARSLEY)",,112.0,g,,Other Meats,LI,,2020-04-08,2021-02-26,United States,,,
850180,1427470,"Tyson Foods, Inc.",TYSON,,23700046871,"CHICKEN WING SECTIONS, WATER, SUGAR, TOMATO PASTE, CONTAINS 2% OR LESS OF THE FOLLOWING: CARAMEL COLOR, CORN SYRUP SOLIDS, DISTILLED VINEGAR, GARLIC POWDER, HONEY, LEMON JUICE, LEMON OIL, MODIFIED FOOD STARCH, MOLASSES, ONION POWDER, SALT, SMOKE FLAVOR, SODIUM PHOSPHATES, SPICES, WHEAT FLOUR, XANTHAN GUM.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-12-01,2021-02-26,United States,,,
855520,1432810,"Tyson Foods, Inc.",TYSON,,23700051738,"FULLY COOKED BREADED CHICKEN BREAST PATTIES: CHICKEN BREAST WITH RIB MEAT, WATER, ENRICHED WHEAT FLOUR AND ENRICHED BLEACHED WHEAT FLOUR (ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), TEXTURED SOY FLOUR, MODIFIED FOOD STARCH, SEA SALT, SUGAR, YEAST, SPICES (INCLUDING CELERY SEED), LEAVENING (SODIUM BICARBONATE, SODIUM ALUMINUM PHOSPHATE), SPICE, SALT, GUAR GUM. BREADING SET IN VEGETABLE OIL. BLENDED LOW MOISTURE PART SKIM MOZZARELLA CHEESE: CULTURED PART SKIM MILK, SALT, ENZYMES, SORBIC ACID (PRESERVATIVE), SUNFLOWER LECITHIN (ANTI-STICKING AGENT). MARINARA SAUCE: TOMATO PUREE, WATER, TOMATO PASTE, SUGAR, SOYBEAN OIL, GELATIN, OLIVE OIL, SALT, PIZZA SEASONING (DEXTROSE, MINCED ONION, LACTOSE, PAPRIKA, ROMANO CHEESE (PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURE, SALT, ENZYMES), DEHYDRATED GARLIC, DEHYDRATED ONION, SPICES, CHILI PEPPER, MALIC ACID, SPICE EXTRACTIVES (PAPRIKA), XANTHAN GUM), STARCH, PARMESAN CHEESE (PASTEURIZED PART-SKIM COW'S MILK, CHEESE CULTURES, SALT, ENZYMES, POWDERED CELLULOSE ADDED TO PREVENT CAKING, NATAMYCIN), LEMON JUICE (WATER, LEMON JUICE CONCENTRATE), GARLIC POWDER, OREGANO, BASIL, SPICES, ONION POWDER.",,146.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-06-16,2021-02-26,United States,,,
855521,1432811,"Tyson Foods, Inc.",TYSON,,23700051714,"INGREDIENTS: FULLY COOKED BREADED CHICKEN BREAST PATTIES: CHICKEN BREAST WITH RIB MEAT, WATER, ENRICHED WHEAT FLOUR AND ENRICHED BLEACHED WHEAT FLOUR (ENRICHED WITH NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), TEXTURED SOY FLOUR, MODIFIED FOOD STARCH, SEA SALT, SUGAR, YEAST, SPICES (INCLUDING CELERY SEED), LEAVENING (SODIUM BICARBONATE, SODIUM ALUMINUM PHOSPHATE), SPICE, SALT, GUAR GUM. BREADING SET IN VEGETABLE OIL. BLENDED LOW MOISTURE PART SKIM MOZZARELLA CHEESE: CULTURED PART SKIM MILK, SALT, ENZYMES, SORBIC ACID (PRESERVATIVE), SUNFLOWER LECITHIN (ANTI-STICKING AGENT). BUFFALO SAUCE WITH BUTTER: BUFFALO SAUCE (DISTILLED VINEGAR, AGED CAYENNE RED PEPPERS, SALT, WATER, CANOLA OIL, PAPRIKA, XANTHAN GUM, NATURAL BUTTER TYPE FLAVOR, AND GARLIC POWDER), WATER, BUTTER SAUCE (MODIFIED CORN STARCH, SALT, WHEY SOLIDS, NON-FAT DRY MILK, MALTODEXTRIN, BUTTER, SUGAR, BUTTERMILK POWDER, NATURAL BUTTER FLAVOR, XANTHAN GUM, LACTIC ACID, TURMERIC, ANNATTO {FOR COLOR}), MODIFIED FOOD STARCH, GELATIN.",,146.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-06-16,2021-02-26,United States,,,
861051,1438341,"Tyson Foods, Inc.",TYSON,,23700048349,"WHITE MEAT CHICKEN, BLEACHED WHEAT FLOUR, WATER, WHEAT FLOUR, MODIFIED FOOD STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: ANNATTO EXTRACT (COLOR), DEXTROSE, DISODIUM INOSINATE AND DISODIUM GUANYLATE, DRIED GARLIC, DRIED ONION, DRIED YEAST, HYDROLYZED CORN GLUTEN, LEAVENING (SODIUM BICARBONATE, SODIUM ACID PYROPHOSPHATE, SODIUM ALUMINUM PHOSPHATE, MONOCALCIUM PHOSPHATE), PAPRIKA EXTRACT (COLOR), SALT, SODIUM ALGINATE, SODIUM PHOSPHATES, SOYBEAN OIL, SPICES, SUGAR, YELLOW CORN FLOUR, FRIED IN VEGETABLE OIL.",,99.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-06-26,2021-02-26,United States,,,
861052,1438342,"Tyson Foods, Inc.",TYSON,,23700050793,"GROUND WHITE CHICKEN, WATER, WHEAT FLOUR, CHICKEN SKIN, MODIFIED FOOD STARCH, CONTAINS 2% OR LESS OF THE FOLLOWING: APPLE CIDER VINEGAR SOLIDS, BEET POWDER (COLOR), BROWN SUGAR, CANOLA OIL, CITRIC ACID, COCOA POWDER, DEXTROSE, DISODIUM INOSINATE AND DISODIUM GUANYLATE, DRIED GARLIC, DRIED MOLASSES, DRIED ONION, DRIED TOMATO, DRIED YEAST, EXTRACTS OF PAPRIKA, ANNATTO AND TURMERIC, MALIC ACID, MALTODEXTRIN, NATURAL FLAVORS, NATURAL SMOKE FLAVOR, PAPRIKA EXTRACT, RICE FLOUR, SALT, SODIUM PHOSPHATES, SPICES, SUGAR, TOMATO POWDER, VINEGAR SOLIDS, WHEAT GLUTEN. FRIED IN VEGETABLE OIL.",,99.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-06-16,2021-02-26,United States,,,
863910,1441200,"Tyson Foods, Inc.",TYSON,,23700051837,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, CHICKEN BROTH, CONTAINS 2% OR LESS OF THE FOLLOWING: POTATO STARCH, ROTISSERIE SEASONING (WHEAT FLOUR, DEXTROSE, DEHYDRATED CHICKEN BROTH, SALT, DEHYDRATED GARLIC, ONION POWDER, MALTODEXTRIN, RENDERED CHICKEN FAT, SPICE, CORN SYRUP SOLIDS, NATURAL FLAVORS), SEASONING (SALT, GARLIC POWDER, ONION POWDER, YEAST EXTRACT, MALTODEXTRIN, NATURAL FLAVORS).",,84.0,g,,"Frozen Poultry, Chicken & Turkey",LI,,2020-08-01,2021-02-26,United States,,,
864019,1441309,"Tyson Foods, Inc.",TYSON,,23700052674,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, HOT SAUCE (FRESH RED RIPE PEPPERS, DISTILLED VINEGAR, SALT), CONTAINS 2% OR LESS OF THE FOLLOWING: CHILI PEPPER, DRIED GARLIC, DRIED RED PEPPER SAUCE (CAYENNE PEPPERS, VINEGAR, SALT, GARLIC), GARLIC POWDER, MALTODEXTRIN, MODIFIED FOOD STARCH, NATURAL FLAVORS, PAPRIKA EXTRACT, POTATO STARCH, SALT, SOYBEAN OIL, VINEGAR SOLIDS, WHEAT FLOUR, YEAST EXTRACT.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-08-24,2021-02-26,United States,,,
864379,1441669,"Tyson Foods, Inc.",TYSON,,23700047922,"UNCOOKED SEASONED CHICKEN POUCH: CHICKEN BREAST STRIPS WITH RIB MEAT, CONTAINS UP TO 15% OF CHICKEN BROTH, SALT, NATURAL FLAVORS. COATED WITH: ROMANO/PARMESAN/BLEU CHEESES (PASTEURIZED COW'S MILK, CHEESE CULTURES, SALT, ENZYMES), MALTODEXTRIN, GARLIC POWDER, SPICES, SALT, RICOTTA CHEESE (WHEY, MILK FAT, LACTIC ACID, SALT), ONION POWDER, DRIED RED BELL PEPPER, DRIED PARSLEY, VINEGAR SOLIDS, NATURAL FLAVORS, LACTIC ACID, TURMERIC EXTRACT. FOUR CHEESE SAUCE POUCH: WATER, CREAM, PARMESAN AND ROMANO CHEESE MADE FROM COW'S MILK (PART-SKIM MILK, CULTURES, SALT, ENZYMES), GRANULAR AND PROVOLONE CHEESE (MILK, CULTURES, SALT, ENZYMES), CHEDDAR CHEESE (CULTURED PASTEURIZED MILK, SALT, ENZYMES, NATAMYCIN [NATURAL MOLD INHIBITOR]), SALT, CONTAINS 2% OR LESS OF SOYBEAN OIL, MODIFIED CORN STARCH, WHEY, XANTHAN GUM, GUAR GUM, YEAST, YEAST EXTRACT, NATURAL FLAVORS, MALTODEXTRIN. CAVATAPPI PASTA POUCH: COOKED PASTA (SEMOLINA [WHEAT], DURUM WHEAT FLOUR, NIACIN, REDUCED IRON [FERROUS SULFATE], THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID). BROCCOLI FLORETS POUCH: BROCCOLI FLORETS.",,266.0,g,,Frozen Dinners & Entrees,LI,,2020-09-21,2021-02-26,United States,,,
864380,1441670,"Tyson Foods, Inc.",TYSON,,23700050557,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CARAMELIZED SUGAR, CORN STARCH, EXTRACTIVES OF PAPRIKA, GARLIC POWDER, MALTODEXTRIN, NATURAL FLAVORS, ONION POWDER, PALM OIL, SALT, SOYBEAN OIL, SPICE, SUGAR, TAPIOCA MALTODEXTRIN, WHEAT GLUTEN, YEAST, AND YEAST EXTRACT.",,85.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-09-21,2021-02-26,United States,,,
864381,1441671,"Tyson Foods, Inc.",TYSON,,23700049964,"BONELESS, SKINLESS CHICKEN BREAST CHUNKS WITH RIB MEAT, WATER, WHEAT FLOUR, CORN SYRUP, CONTAINS 2% OR LESS OF THE FOLLOWING: CHILI PEPPERS, CITRIC ACID, CORN STARCH, DEXTROSE, DRIED YEAST, EXTRACTIVES OF PAPRIKA, FLAVOR (CAYENNE RED PEPPERS, VINEGAR, SALT, GARLIC POWDER), GARLIC POWDER, LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), LIME JUICE CONCENTRATE, LIME OIL, MALTODEXTRIN, MODIFIED CORN STARCH, NATURAL FLAVORS, ONION POWDER, PAPRIKA EXTRACT (COLOR), POLYSORBATE 80, SALT, SOYBEAN OIL, SPICE EXTRACTIVES, SPICES, SUGAR, TAJIN SEASONING (SEA SALT, CHILI PEPPERS, CITRIC ACID, DEHYDRATED LIME JUICE), VINEGAR, WHEAT GLUTEN, XANTHAN GUM, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-09-21,2021-02-26,United States,,,
864382,1441672,"Tyson Foods, Inc.",TYSON,,23700050571,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CARAMELIZED SUGAR, CORN STARCH, EXTRACTIVES OF PAPRIKA, FERMENTED RICE EXTRACT (RICE, SALT, RICE MALT), GARLIC POWDER, LEMON JUICE SOLIDS, MALTODEXTRIN, NATURAL FLAVORS, ONION POWDER, PALM OIL, SALT, SOYBEAN OIL, SPICE, SUGAR, TAPIOCA MALTODEXTRIN, WHEAT GLUTEN, YEAST, AND YEAST EXTRACT.",,84.0,g,,"Frozen Poultry, Chicken & Turkey",LI,,2020-11-19,2021-02-26,United States,,,
867928,1445218,"Tyson Foods, Inc.",TYSON,,23700051240,"BONELESS, SKINLESS CHICKEN THIGHS RUBBED WITH VINEGAR, NATURAL FLAVORING. SAUCE POUCH: SOY SAUCE [WATER, SOYBEANS, WHEAT, SALT, ALCOHOL, VINEGAR], BROWN SUGAR, WATER, PINEAPPLE JUICE CONCENTRATE, MODIFIED CORN STARCH, SPICES [INCLUDING GINGER]. RICE: LONG GRAIN RICE ENRICHED WITH IRON [FERRIC ORTHOPHOSPHATE], NIACIN, THIAMIN MONONITRATE, AND FOLIC ACID.",,204.0,g,,"Poultry, Chicken & Turkey",LI,,2020-11-19,2021-02-26,United States,,,
868367,1445657,"Tyson Foods, Inc.",TYSON,,23700050489,"BONELESS, SKINLESS CHICKEN THIGHS RUBBED WITH VINEGAR, NATURAL FLAVORING. SAUCE POUCH: WATER, GREEN CHILI PEPPERS, PORK BASE [ROASTED PORK INCLUDING PORK JUICES, SALT, POTATO FLOUR, CORN OIL, PORK FLAVOR (CONTAINS PORK FAT), AND FLAVORINGS], FIRE ROASTED POBLANO PEPPERS, ONION, SALT, MODIFIED CORN STARCH, HATCH GREEN CHILE PEPPERS, JALAPENO PEPPER, ROASTED GARLIC, SPICES, LIME JUICE CONCENTRATE, SOYBEAN OIL, XANTHAN GUM, CITRIC ACID. RICE: LONG GRAIN RICE ENRICHED WITH IRON (FERRIC ORTHOPHOSPHATE), NIACIN, THIAMIN MONONITRATE, AND FOLIC ACID.",,200.0,g,,"Poultry, Chicken & Turkey",LI,,2020-11-19,2021-02-26,United States,,,
868368,1445658,"Tyson Foods, Inc.",TYSON,,23700049827,"BONELESS, SKINLESS CHICKEN BREAST STRIPS WITH RIB MEAT, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CITRIC ACID, CORN STARCH, DRIED GARLIC, DRIED ONION, NATURAL FLAVORS, PAPRIKA, SALT, SPICES, YEAST EXTRACT.",,84.0,g,,"Frozen Poultry, Chicken & Turkey",LI,,2020-11-19,2021-02-26,United States,,,
875304,1452594,"Tyson Foods, Inc.",TYSON,,75620559719,GROUND CHICKEN CONTAINS UP TO 2% SOLUTION OF VINEGAR AND NATURAL FLAVORINGS,,112.0,g,,"Poultry, Chicken & Turkey",LI,,2021-01-13,2021-02-26,United States,,,
877977,1455267,"Tyson Foods, Inc.",TYSON,,23700050564,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WHEAT FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: BROWN SUGAR, CARAMELIZED SUGAR, CORN STARCH, EXTRACTIVES OF PAPRIKA, FERMENTED RICE EXTRACT (RICE, SALT, RICE MALT), GARLIC POWDER, LEMON JUICE SOLIDS, MALTODEXTRIN, NATURAL FLAVORS, ONION POWDER, PALM OIL, SALT, SOYBEAN OIL, SPICE, SUGAR, TAPIOCA MALTODEXTRIN, WHEAT GLUTEN, YEAST, AND YEAST EXTRACT.",,113.0,g,,Frozen Patties and Burgers,LI,,2021-01-23,2021-02-26,United States,,,
930029,1507319,"Tyson Foods, Inc.",NATURERAISED FARMS,,23700035899,"BONELESS, SKINLESS CHICKEN BREAST WITH RIB MEAT, WATER, WHEAT FLOUR, BROWN SUGAR, CONTAINS 2% OR LESS OF: CITRIC ACID, DEXTROSE, DRIED GARLIC, DRIED ONION, DRIED YEAST, EXTRACTIVES OF PAPRIKA, MALTODEXTRIN, SALT, SPICE, SUGAR, VINEGAR, YEAST EXTRACT. BREADING SET IN VEGETABLE OIL.",,84.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-04-15,2021-03-19,United States,,,
930030,1507320,"Tyson Foods, Inc.",NATURERAISED FARMS,,23700038296,"BONELESS CHICKEN BREAST WITH RIB MEAT, RICE FLOUR, WATER, CONTAINS 2% OR LESS OF THE FOLLOWING: CORN STARCH, DRIED GARLIC, DRIED ONION, EXTRACTIVES OF PAPRIKA, NATURAL SEA SALT, OIL OF GARLIC, ROSEMARY EXTRACT, SALT, SPICES (BLACK PEPPER, RED CHILI PEPPER), TORULA YEAST, WHITE PEPPER, XANTHAN GUM, YELLOW CORN FLOUR. BREADING SET IN VEGETABLE OIL.",,90.0,g,,Frozen Appetizers & Hors D'oeuvres,LI,,2020-04-15,2021-03-19,United States,,,
969973,1547263,"Tyson Foods, Inc.",NOT A BRANDED ITEM,,75620563198,CHICKEN LEG QUARTERS.,,112.0,g,,"Poultry, Chicken & Turkey",LI,,2020-04-13,2021-03-19,United States,,,
969974,1547264,"Tyson Foods, Inc.",TYSON,,75620619895,CHICKEN LEG QUARTERS.,,112.0,g,,"Poultry, Chicken & Turkey",LI,,2018-02-03,2021-03-19,United States,,,
